10311;18;1;2020-09-20;2020-10-04;2020-09-26;3;24.6900;Destination SNPXM;0123, rue des Cinquante Otages;Nantes;;10148;France
10312;86;2;2020-09-23;2020-10-21;2020-10-03;2;40.2600;Ship to 86-B;Adenauerallee 9012;Stuttgart;;10348;Germany
10313;63;2;2020-09-24;2020-10-22;2020-10-04;2;1.9600;Ship to 63-A;Taucherstra·e 1234;Cunewalde;;10279;Germany
10314;65;1;2020-09-25;2020-10-23;2020-10-04;2;74.1600;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
10315;38;4;2020-09-26;2020-10-24;2020-10-03;2;41.7600;Destination AXVHD;Garden House Crowther Way 9012;Cowes;Isle of Wight;10207;UK
10316;65;1;2020-09-27;2020-10-25;2020-10-08;3;150.1500;Ship to 65-B;8901 Milton Dr.;Albuquerque;NM;10286;USA
10317;48;6;2020-09-30;2020-10-28;2020-10-10;1;12.6900;Ship to 48-B;6789 Chiaroscuro Rd.;Portland;OR;10233;USA
10318;38;8;2020-10-01;2020-10-29;2020-10-04;2;4.7300;Destination AXVHD;Garden House Crowther Way 9012;Cowes;Isle of Wight;10207;UK
10319;80;7;2020-10-02;2020-10-30;2020-10-11;3;64.5000;Ship to 80-B;Avda. Azteca 4567;MÇxico D.F.;;10333;Mexico
10320;87;5;2020-10-03;2020-10-17;2020-10-18;3;34.5700;Ship to 87-A;Torikatu 1234;Oulu;;10350;Finland
10321;38;3;2020-10-03;2020-10-31;2020-10-11;2;3.4300;Destination LMVGS;Garden House Crowther Way 8901;Cowes;Isle of Wight;10206;UK
10322;58;7;2020-10-04;2020-11-01;2020-10-23;3;.4000;Ship to 58-A;Calle Dr. Jorge Cash 3456;MÇxico D.F.;;10261;Mexico
10323;39;4;2020-10-07;2020-11-04;2020-10-14;1;4.8800;Destination RMBHM;Maubelstr. 1234;Brandenburg;;10209;Germany
10324;71;9;2020-10-08;2020-11-05;2020-10-10;1;214.2700;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
10325;39;1;2020-10-09;2020-10-23;2020-10-14;3;64.8600;Destination RMBHM;Maubelstr. 1234;Brandenburg;;10209;Germany
10326;8;4;2020-10-10;2020-11-07;2020-10-14;2;77.9200;Ship to 8-A;C/ Araquil, 0123;Madrid;;10359;Spain
10327;24;2;2020-10-11;2020-11-08;2020-10-14;1;63.3600;Destination NCKKO;èkergatan 7890;BrÑcke;;10165;Sweden
10328;28;4;2020-10-14;2020-11-11;2020-10-17;3;87.0300;Destination CIRQO;Jardim das rosas n. 8901;Lisboa;;10176;Portugal
10329;75;4;2020-10-15;2020-11-26;2020-10-23;2;191.6700;Ship to 75-C;P.O. Box 7890;Lander;WY;10316;USA
10330;46;3;2020-10-16;2020-11-13;2020-10-28;1;12.7500;Ship to 46-A;Carrera 0123 con Ave. Bol°var #65-98 Llano Largo;Barquisimeto;Lara;10227;Venezuela
10331;9;9;2020-10-16;2020-11-27;2020-10-21;1;10.1900;Ship to 9-C;0123, rue des Bouchers;Marseille;;10369;France
10332;51;3;2020-10-17;2020-11-28;2020-10-21;2;52.8400;Ship to 51-B;7890 rue St. Laurent;MontrÇal;QuÇbec;10245;Canada
10333;87;5;2020-10-18;2020-11-15;2020-10-25;3;.5900;Ship to 87-C;Torikatu 3456;Oulu;;10352;Finland
10334;84;8;2020-10-21;2020-11-18;2020-10-28;2;8.5600;Ship to 84-B;4567, rue du Commerce;Lyon;;10343;France
10335;37;7;2020-10-22;2020-11-19;2020-10-24;2;42.1100;Destination ATSOA;4567 Johnstown Road;Cork;Co. Cork;10202;Ireland
10336;60;7;2020-10-23;2020-11-20;2020-10-25;2;15.5100;Ship to 60-B;Estrada da sa£de n. 3456;Lisboa;;10271;Portugal
10337;25;4;2020-10-24;2020-11-21;2020-10-29;3;108.2600;Destination QOCBL;Berliner Platz 1234;MÅnchen;;10169;Germany
10338;55;4;2020-10-25;2020-11-22;2020-10-29;3;84.2100;Ship to 55-C;9012 Bering St.;Anchorage;AK;10257;USA
10339;51;2;2020-10-28;2020-11-25;2020-11-04;2;15.6600;Ship to 51-C;8901 rue St. Laurent;MontrÇal;QuÇbec;10246;Canada
10340;9;1;2020-10-29;2020-11-26;2020-11-08;3;166.3100;Ship to 9-A;8901, rue des Bouchers;Marseille;;10367;France
10341;73;7;2020-10-29;2020-11-26;2020-11-05;3;26.7800;Ship to 73-A;Vinbëltet 1234;Kobenhavn;;10310;Denmark
10342;25;4;2020-10-30;2020-11-13;2020-11-04;2;54.8300;Destination VAPXU;Berliner Platz 0123;MÅnchen;;10168;Germany
10343;44;4;2020-10-31;2020-11-28;2020-11-06;1;110.3700;Ship to 44-A;Magazinweg 4567;Frankfurt a.M.;;10222;Germany
10344;89;4;2020-11-01;2020-11-29;2020-11-05;2;23.2900;Ship to 89-A;7890 - 12th Ave. S.;Seattle;WA;10356;USA
10345;63;2;2020-11-04;2020-12-02;2020-11-11;2;249.0600;Ship to 63-B;Taucherstra·e 2345;Cunewalde;;10280;Germany
10346;65;3;2020-11-05;2020-12-17;2020-11-08;3;142.0800;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
10347;21;4;2020-11-06;2020-12-04;2020-11-08;3;3.1000;Destination KKELL;Rua Or¢s, 4567;Sao Paulo;SP;10162;Brazil
10348;86;4;2020-11-07;2020-12-05;2020-11-15;2;.7800;Ship to 86-B;Adenauerallee 9012;Stuttgart;;10348;Germany
10349;75;7;2020-11-08;2020-12-06;2020-11-15;1;8.6300;Ship to 75-C;P.O. Box 7890;Lander;WY;10316;USA
10350;41;6;2020-11-11;2020-12-09;2020-12-03;2;64.1900;Destination DWJIO;9012 rue Alsace-Lorraine;Toulouse;;10217;France
10351;20;1;2020-11-11;2020-12-09;2020-11-20;1;162.3300;Destination RVDMF;Kirchgasse 9012;Graz;;10157;Austria
10352;28;3;2020-11-12;2020-11-26;2020-11-18;3;1.3000;Destination OTSWR;Jardim das rosas n. 9012;Lisboa;;10177;Portugal
10353;59;7;2020-11-13;2020-12-11;2020-11-25;3;360.6300;Ship to 59-B;Geislweg 7890;Salzburg;;10265;Austria
10354;58;8;2020-11-14;2020-12-12;2020-11-20;3;53.8000;Ship to 58-C;Calle Dr. Jorge Cash 5678;MÇxico D.F.;;10263;Mexico
10355;4;6;2020-11-15;2020-12-13;2020-11-20;1;41.9500;Ship to 4-A;Brook Farm Stratford St. Mary 0123;Colchester;Essex;10238;UK
10356;86;6;2020-11-18;2020-12-16;2020-11-27;2;36.7100;Ship to 86-A;Adenauerallee 8901;Stuttgart;;10347;Germany
10357;46;1;2020-11-19;2020-12-17;2020-12-02;3;34.8800;Ship to 46-B;Carrera 1234 con Ave. Bol°var #65-98 Llano Largo;Barquisimeto;Lara;10228;Venezuela
10358;41;5;2020-11-20;2020-12-18;2020-11-27;1;19.6400;Ship to 41-C;0123 rue Alsace-Lorraine;Toulouse;;10218;France
10359;72;5;2020-11-21;2020-12-19;2020-11-26;3;288.4300;Ship to 72-C;1234 Wadhurst Rd.;London;;10309;UK
10360;7;4;2020-11-22;2020-12-20;2020-12-02;3;131.7000;Ship to 7-C;2345, place KlÇber;Strasbourg;;10331;France
10361;63;1;2020-11-22;2020-12-20;2020-12-03;2;183.1700;Ship to 63-C;Taucherstra·e 3456;Cunewalde;;10281;Germany
10362;9;3;2020-11-25;2020-12-23;2020-11-28;1;96.0400;Ship to 9-B;9012, rue des Bouchers;Marseille;;10368;France
10363;17;4;2020-11-26;2020-12-24;2020-12-04;3;30.5400;Destination BJCXA;Walserweg 7890;Aachen;;10145;Germany
10364;19;1;2020-11-26;2021-01-07;2020-12-04;1;71.9700;Destination QTKCU;3456 King George;London;;10151;UK
10365;3;3;2020-11-27;2020-12-25;2020-12-02;2;22.0000;Destination FQFLS;Mataderos  3456;MÇxico D.F.;;10211;Mexico
10366;29;8;2020-11-28;2021-01-09;2020-12-30;2;10.1400;Destination VPNNG;Rambla de Catalu§a, 0123;Barcelona;;10178;Spain
10367;83;7;2020-11-28;2020-12-26;2020-12-02;3;13.5500;Ship to 83-B;Smagsloget 1234;èrhus;;10340;Denmark
10368;20;2;2020-11-29;2020-12-27;2020-12-02;2;101.9500;Destination RVDMF;Kirchgasse 9012;Graz;;10157;Austria
10369;75;8;2020-12-02;2020-12-30;2020-12-09;2;195.6800;Ship to 75-C;P.O. Box 7890;Lander;WY;10316;USA
10370;14;6;2020-12-03;2020-12-31;2020-12-27;2;1.1700;Destination YUJRD;Hauptstr. 1234;Bern;;10139;Switzerland
10371;41;1;2020-12-03;2020-12-31;2020-12-24;1;.4500;Ship to 41-C;0123 rue Alsace-Lorraine;Toulouse;;10218;France
10372;62;5;2020-12-04;2021-01-01;2020-12-09;2;890.7800;Ship to 62-A;Alameda dos CanÖrios, 8901;Sao Paulo;SP;10276;Brazil
10373;37;4;2020-12-05;2021-01-02;2020-12-11;3;124.1200;Destination KPVYJ;5678 Johnstown Road;Cork;Co. Cork;10203;Ireland
10374;91;1;2020-12-05;2021-01-02;2020-12-09;3;3.9400;Ship to 91-A;ul. Filtrowa 5678;Warszawa;;10364;Poland
10375;36;3;2020-12-06;2021-01-03;2020-12-09;2;20.1200;Destination HOHCR;City Center Plaza 3456 Main St.;Elgin;OR;10201;USA
10376;51;1;2020-12-09;2021-01-06;2020-12-13;2;20.3900;Ship to 51-B;7890 rue St. Laurent;MontrÇal;QuÇbec;10245;Canada
10377;72;1;2020-12-09;2021-01-06;2020-12-13;3;22.2100;Ship to 72-C;1234 Wadhurst Rd.;London;;10309;UK
10378;24;5;2020-12-10;2021-01-07;2020-12-19;3;5.4400;Destination KBSBN;èkergatan 9012;BrÑcke;;10167;Sweden
10379;61;2;2020-12-11;2021-01-08;2020-12-13;1;45.0300;Ship to 61-B;Rua da Panificadora, 6789;Rio de Janeiro;RJ;10274;Brazil
10380;37;8;2020-12-12;2021-01-09;2021-01-16;3;35.0300;Destination KPVYJ;5678 Johnstown Road;Cork;Co. Cork;10203;Ireland
10381;46;3;2020-12-12;2021-01-09;2020-12-13;3;7.9900;Ship to 46-C;Carrera 2345 con Ave. Bol°var #65-98 Llano Largo;Barquisimeto;Lara;10229;Venezuela
10382;20;4;2020-12-13;2021-01-10;2020-12-16;1;94.7700;Destination FFXKT;Kirchgasse 0123;Graz;;10158;Austria
10383;4;8;2020-12-16;2021-01-13;2020-12-18;3;34.2400;Ship to 4-B;Brook Farm Stratford St. Mary 1234;Colchester;Essex;10239;UK
10384;5;3;2020-12-16;2021-01-13;2020-12-20;3;168.6400;Ship to 5-C;BerguvsvÑgen  1234;LuleÜ;;10269;Sweden
10385;75;1;2020-12-17;2021-01-14;2020-12-23;2;30.9600;Ship to 75-B;P.O. Box 6789;Lander;WY;10315;USA
10386;21;9;2020-12-18;2021-01-01;2020-12-25;3;13.9900;Destination RNSMS;Rua Or¢s, 2345;Sao Paulo;SP;10160;Brazil
10387;70;1;2020-12-18;2021-01-15;2020-12-20;2;93.6300;Ship to 70-B;Erling Skakkes gate 5678;Stavern;;10303;Norway
10388;72;2;2020-12-19;2021-01-16;2020-12-20;1;34.8600;Ship to 72-C;1234 Wadhurst Rd.;London;;10309;UK
10389;10;4;2020-12-20;2021-01-17;2020-12-24;2;47.4200;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10390;20;6;2020-12-23;2021-01-20;2020-12-26;1;126.3800;Destination RVDMF;Kirchgasse 9012;Graz;;10157;Austria
10391;17;3;2020-12-23;2021-01-20;2020-12-31;3;5.4500;Destination AJTHX;Walserweg 9012;Aachen;;10147;Germany
10392;59;2;2020-12-24;2021-01-21;2021-01-01;3;122.4600;Ship to 59-A;Geislweg 6789;Salzburg;;10264;Austria
10393;71;1;2020-12-25;2021-01-22;2021-01-03;3;126.5600;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10394;36;1;2020-12-25;2021-01-22;2021-01-03;3;30.3400;Destination AWPJG;City Center Plaza 2345 Main St.;Elgin;OR;10200;USA
10395;35;6;2020-12-26;2021-01-23;2021-01-03;1;184.4100;Destination JYDLM;Carrera1234 con Ave. Carlos Soublette #8-35;San Crist¢bal;T†chira;10199;Venezuela
10396;25;1;2020-12-27;2021-01-10;2021-01-06;3;135.3500;Destination VAPXU;Berliner Platz 0123;MÅnchen;;10168;Germany
10397;60;5;2020-12-27;2021-01-24;2021-01-02;1;60.2600;Ship to 60-A;Estrada da sa£de n. 2345;Lisboa;;10270;Portugal
10398;71;2;2020-12-30;2021-01-27;2021-01-09;3;89.1600;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
10399;83;8;2020-12-31;2021-01-14;2021-01-08;3;27.3600;Ship to 83-C;Smagsloget 2345;èrhus;;10341;Denmark
10400;19;1;2021-01-01;2021-01-29;2021-01-16;3;83.9300;Destination BBMRT;4567 King George;London;;10152;UK
10401;65;1;2021-01-01;2021-01-29;2021-01-10;1;12.5100;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
10402;20;8;2021-01-02;2021-02-13;2021-01-10;2;67.8800;Destination FFXKT;Kirchgasse 0123;Graz;;10158;Austria
10403;20;4;2021-01-03;2021-01-31;2021-01-09;3;73.7900;Destination RVDMF;Kirchgasse 9012;Graz;;10157;Austria
10404;49;2;2021-01-03;2021-01-31;2021-01-08;1;155.9700;Ship to 49-B;Via Ludovico il Moro 9012;Bergamo;;10236;Italy
10405;47;1;2021-01-06;2021-02-03;2021-01-22;1;34.8200;Ship to 47-B;Ave. 5 de Mayo Porlamar 4567;I. de Margarita;Nueva Esparta;10231;Venezuela
10406;62;7;2021-01-07;2021-02-18;2021-01-13;1;108.0400;Ship to 62-A;Alameda dos CanÖrios, 8901;Sao Paulo;SP;10276;Brazil
10407;56;2;2021-01-07;2021-02-04;2021-01-30;2;91.4800;Ship to 56-B;Mehrheimerstr. 1234;Kîln;;10259;Germany
10408;23;8;2021-01-08;2021-02-05;2021-01-14;1;11.2600;Destination PXQRR;5678, chaussÇe de Tournai;Lille;;10163;France
10409;54;3;2021-01-09;2021-02-06;2021-01-14;1;29.8300;Ship to 54-C;Ing. Gustavo Moncada 6789 Piso 20-A;Buenos Aires;;10254;Argentina
10410;10;3;2021-01-10;2021-02-07;2021-01-15;3;2.4000;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10411;10;9;2021-01-10;2021-02-07;2021-01-21;3;23.6500;Destination XJIBQ;1234 Tsawassen Blvd.;Tsawassen;BC;10129;Canada
10412;87;8;2021-01-13;2021-02-10;2021-01-15;2;3.7700;Ship to 87-C;Torikatu 3456;Oulu;;10352;Finland
10413;41;3;2021-01-14;2021-02-11;2021-01-16;2;95.6600;Destination DWJIO;9012 rue Alsace-Lorraine;Toulouse;;10217;France
10414;21;2;2021-01-14;2021-02-11;2021-01-17;3;21.4800;Destination SSYXZ;Rua Or¢s, 3456;Sao Paulo;SP;10161;Brazil
10415;36;3;2021-01-15;2021-02-12;2021-01-24;1;.2000;Destination AWPJG;City Center Plaza 2345 Main St.;Elgin;OR;10200;USA
10416;87;8;2021-01-16;2021-02-13;2021-01-27;3;22.7200;Ship to 87-A;Torikatu 1234;Oulu;;10350;Finland
10417;73;4;2021-01-16;2021-02-13;2021-01-28;3;70.2900;Ship to 73-C;Vinbëltet 2345;Kobenhavn;;10311;Denmark
10418;63;4;2021-01-17;2021-02-14;2021-01-24;1;17.5500;Ship to 63-B;Taucherstra·e 2345;Cunewalde;;10280;Germany
10419;68;4;2021-01-20;2021-02-17;2021-01-30;2;137.3500;Ship to 68-A;Starenweg 6789;Genäve;;10294;Switzerland
10420;88;3;2021-01-21;2021-02-18;2021-01-27;1;44.1200;Ship to 88-C;Rua do Mercado, 6789;Resende;SP;10355;Brazil
10421;61;8;2021-01-21;2021-03-04;2021-01-27;1;99.2300;Ship to 61-C;Rua da Panificadora, 7890;Rio de Janeiro;RJ;10275;Brazil
10422;27;2;2021-01-22;2021-02-19;2021-01-31;1;3.0200;Destination FFLQT;Via Monte Bianco 6789;Torino;;10174;Italy
10423;31;6;2021-01-23;2021-02-06;2021-02-24;3;24.5000;Destination VNIAG;Av. Brasil, 9012;Campinas;SP;10187;Brazil
10424;51;7;2021-01-23;2021-02-20;2021-01-27;2;370.6100;Ship to 51-C;8901 rue St. Laurent;MontrÇal;QuÇbec;10246;Canada
10425;41;6;2021-01-24;2021-02-21;2021-02-14;2;7.9300;Destination DWJIO;9012 rue Alsace-Lorraine;Toulouse;;10217;France
10426;29;4;2021-01-27;2021-02-24;2021-02-06;1;18.6900;Destination WOFLH;Rambla de Catalu§a, 1234;Barcelona;;10179;Spain
10427;59;4;2021-01-27;2021-02-24;2021-03-03;2;31.2900;Ship to 59-C;Geislweg 8901;Salzburg;;10266;Austria
10428;66;7;2021-01-28;2021-02-25;2021-02-04;1;11.0900;Ship to 66-C;Strada Provinciale 2345;Reggio Emilia;;10290;Italy
10429;37;3;2021-01-29;2021-03-12;2021-02-07;2;56.6300;Destination DGKOU;6789 Johnstown Road;Cork;Co. Cork;10204;Ireland
10430;20;4;2021-01-30;2021-02-13;2021-02-03;1;458.7800;Destination CUVPF;Kirchgasse 1234;Graz;;10159;Austria
10431;10;4;2021-01-30;2021-02-13;2021-02-07;2;44.1700;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10432;75;3;2021-01-31;2021-02-14;2021-02-07;2;4.3400;Ship to 75-A;P.O. Box 5678;Lander;WY;10314;USA
10433;60;3;2021-02-03;2021-03-03;2021-03-04;3;73.8300;Ship to 60-A;Estrada da sa£de n. 2345;Lisboa;;10270;Portugal
10434;24;3;2021-02-03;2021-03-03;2021-02-13;2;17.9200;Destination NCKKO;èkergatan 7890;BrÑcke;;10165;Sweden
10435;16;8;2021-02-04;2021-03-18;2021-02-07;2;9.2100;Destination QKQNB;Berkeley Gardens 5678  Brewery;London;;10143;UK
10436;7;3;2021-02-05;2021-03-05;2021-02-11;2;156.6600;Ship to 7-C;2345, place KlÇber;Strasbourg;;10331;France
10437;87;8;2021-02-05;2021-03-05;2021-02-12;1;19.9700;Ship to 87-A;Torikatu 1234;Oulu;;10350;Finland
10438;79;3;2021-02-06;2021-03-06;2021-02-14;2;8.2400;Ship to 79-A;Luisenstr. 7890;MÅnster;;10326;Germany
10439;51;6;2021-02-07;2021-03-07;2021-02-10;3;4.0700;Ship to 51-C;8901 rue St. Laurent;MontrÇal;QuÇbec;10246;Canada
10440;71;4;2021-02-10;2021-03-10;2021-02-28;2;86.5300;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
